Time,Time from zero,Wear(vol)
1393.700066,71.70000341,0.041163821
1393.800066,71.80000341,0.044377398
1393.900066,71.90000342,0.053151969
1394.000066,72.00000342,0.055421434
1394.100066,72.10000342,0.04957607
1394.200066,72.20000343,0.049763378
1394.300066,72.30000343,0.051926009
1394.400066,72.40000344,0.041542958
1394.500066,72.50000344,0.039549414
1394.600066,72.60000345,0.046004195
1394.700066,72.70000345,0.046237502
1394.800066,72.80000346,0.043226469
1394.900066,72.90000346,0.041945014
1395.000066,73.00000347,0.038497929
1395.100066,73.10000347,0.037861772
1395.200066,73.20000348,0.041426964
1395.300066,73.30000348,0.035788175
1395.400066,73.40000349,0.031451307
1395.500066,73.50000349,0.030352574
1395.600066,73.6000035,0.031470884
1395.700066,73.7000035,0.033745639
1395.800066,73.80000351,0.042421907
1395.900066,73.90000351,0.045925405
1396.000066,74.00000351,0.04101298
1396.100066,74.10000352,0.033114519
1396.200066,74.20000352,0.029181032
1396.300066,74.30000353,0.028519193
1396.400066,74.40000353,0.028544951
1396.500066,74.50000354,0.028571196
1396.600066,74.60000354,0.028581465
1396.700066,74.70000355,0.028581312
1396.800066,74.80000355,0.028621409
1396.900066,74.90000356,0.02868895
1397.000066,75.00000356,0.028692441
1397.100066,75.10000357,0.028716242
1397.200066,75.20000357,0.028698334
1397.300066,75.30000358,0.028772388
1397.400066,75.40000358,0.028801853
1397.500066,75.50000359,0.028702365
1397.600066,75.60000359,0.028522041
1397.700066,75.7000036,0.028413525
1397.800066,75.8000036,0.028349895
1397.900066,75.90000361,0.028427901
1398.000066,76.00000361,0.028543951
1398.100066,76.10000361,0.028733181
1398.200066,76.20000362,0.028923249
1398.300066,76.30000362,0.028879166
1398.400066,76.40000363,0.028865036
1398.500066,76.50000363,0.028840035
1398.600066,76.60000364,0.028726865
1398.700066,76.70000364,0.02859333
1398.800066,76.80000365,0.028513113
1398.900066,76.90000365,0.028507596
1399.000066,77.00000366,0.028508406
1399.100066,77.10000366,0.028481139
